time,open,high,low,close
2020-04-23 11:00:00,5770.0,5822.0,5755.6,5798.1
2020-04-23 15:00:00,5797.9,5847.9,5762.1,5773.2
2020-04-23 19:00:00,5773.2,5796.8,5744.1,5769.5
2020-04-23 23:00:00,5756.8,5770.2,5731.6,5740.2
2020-04-24 03:00:00,5740.0,5755.0,5720.3,5744.3
2020-04-24 07:00:00,5744.4,5790.2,5728.8,5778.4
2020-04-24 11:00:00,5778.5,5814.7,5771.2,5775.7
2020-04-24 15:00:00,5776.0,5793.9,5745.9,5792.6
2020-04-24 19:00:00,5792.7,5813.0,5786.9,5795.8
2020-04-26 23:00:00,5796.8,5824.3,5772.9,5819.8
2020-04-27 03:00:00,5819.7,5859.9,5818.3,5848.0
2020-04-27 07:00:00,5848.3,5859.2,5817.9,5850.0
2020-04-27 11:00:00,5850.1,5854.6,5792.9,5806.6
2020-04-27 15:00:00,5806.7,5854.1,5799.4,5845.1
2020-04-27 19:00:00,5845.0,5878.5,5845.0,5859.1
2020-04-27 23:00:00,5854.0,5875.5,5832.8,5835.8
2020-04-28 03:00:00,5835.7,5857.1,5830.4,5853.7
2020-04-28 07:00:00,5853.7,5944.0,5834.5,5943.6
2020-04-28 11:00:00,5943.7,5978.0,5926.8,5952.5
2020-04-28 15:00:00,5952.7,5970.4,5911.5,5946.9
2020-04-28 19:00:00,5947.1,5959.6,5913.1,5926.0
2020-04-28 23:00:00,5936.2,5994.1,5924.0,5978.8
2020-04-29 03:00:00,5978.9,5998.2,5976.1,5988.9
2020-04-29 07:00:00,5988.8,6016.1,5954.2,6010.6
2020-04-29 11:00:00,6010.7,6099.5,5982.4,6095.7
2020-04-29 15:00:00,6095.5,6140.5,6078.1,6122.8
2020-04-29 19:00:00,6123.2,6140.3,6110.1,6131.7
2020-04-29 23:00:00,6154.6,6159.4,6117.7,6129.8
2020-04-30 03:00:00,6129.9,6215.1,6128.7,6189.1
2020-04-30 07:00:00,6189.1,6190.0,6087.8,6106.4
2020-04-30 11:00:00,6106.5,6113.7,5941.9,5969.0
2020-04-30 15:00:00,5969.1,5977.5,5852.5,5861.5
2020-04-30 19:00:00,5861.4,5903.4,5842.8,5852.1
2020-04-30 23:00:00,5831.3,5865.1,5810.0,5837.7
2020-05-01 03:00:00,5837.5,5841.8,5811.0,5820.6
2020-05-01 07:00:00,5820.6,5820.6,5748.0,5779.3
2020-05-01 11:00:00,5779.2,5809.4,5771.7,5777.6
2020-05-01 15:00:00,5777.7,5793.5,5742.9,5754.6
2020-05-01 19:00:00,5754.7,5771.5,5742.7,5744.7
2020-05-03 23:00:00,5727.0,5761.4,5668.3,5708.0
2020-05-04 03:00:00,5708.2,5734.6,5694.0,5714.8
2020-05-04 07:00:00,5714.5,5776.9,5708.3,5749.6
2020-05-04 11:00:00,5749.5,5777.1,5741.6,5773.1
2020-05-04 15:00:00,5773.2,5797.7,5743.9,5763.7
2020-05-04 19:00:00,5763.8,5818.6,5755.9,5798.8
2020-05-04 23:00:00,5799.1,5842.7,5793.1,5838.8
2020-05-05 03:00:00,5838.8,5841.8,5822.4,5835.5
2020-05-05 07:00:00,5835.5,5869.8,5791.3,5824.4
2020-05-05 11:00:00,5824.1,5872.0,5806.6,5869.1
2020-05-05 15:00:00,5869.2,5872.5,5830.7,5850.6
2020-05-05 19:00:00,5850.4,5854.8,5801.0,5813.0
2020-05-05 23:00:00,5824.5,5839.8,5789.2,5815.9
2020-05-06 03:00:00,5816.0,5851.4,5801.6,5847.0
2020-05-06 07:00:00,5847.2,5913.4,5838.1,5888.0
